Keyword,Intent,Volume,KD,Cluster,Mapped URL,Page Type,Funnel,Business Fit,SEO Effort,Priority,Priority Score
google my business certification exam,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business cheat sheet,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business checklist,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business connect with your customers,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business cover,,10,,Photos / Logo / Cover / Videos,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business delete,,10,,Suspension / Reinstatement / Delete,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business desktop,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business domain name,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business duplicate listing,,10,,Suspension / Reinstatement / Delete,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business español,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business for artists,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business for dentists,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business for law firms,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business for lawyers,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business for pc,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business franchise,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business geotagging,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business google posts,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business guide pdf,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business help forum,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business highlights,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business hotel,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business icon png,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business jobs,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business knowledge panel,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business kya hai,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business lead generation,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business listing benefits,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business listing example,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business listing guidelines,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business listing search,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business local guide,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business local listing,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business local pack,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business local search,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business location id,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business location verification,,10,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.18
google my business management tool,,10,,Management Service / Agency,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business marketing agency,,10,,Management Service / Agency,/google-my-business-management-service/,Service Landing,BOFU,5,High,P3,0.18
google my business marketing service,,10,,Management Service / Agency,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business merge listings,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business messaging tool,,10,,Management Service / Agency,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business multiple businesses,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business multiple languages,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business new features,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business number,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business online business,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business optimisation checklist,,10,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.18
google my business optimization pricing,,10,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.18
google my business page examples,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business page optimization,,10,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.18
google my business page url,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business partners program,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business payment methods,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business pending review,,10,,Reviews / Ratings / Reply,/features/google-review-management/,Feature Landing,BOFU,5,High,P3,0.18
google my business permanently closed,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business place id finder,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business posts api,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business preview,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business product catalog,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business product listings,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business products,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business products and services,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business quora,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business restaurants,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business results,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business reviews embed,,10,,Reviews / Ratings / Reply,/features/google-review-management/,Feature Landing,BOFU,5,High,P3,0.18
google my business reviews from the web,,10,,Reviews / Ratings / Reply,/features/google-review-management/,Feature Landing,BOFU,5,High,P3,0.18
google my business schedule posts,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business scheduled posts,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business scheduler,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business secrets,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business seminar,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business settings,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business shopify,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business signals,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business step by step,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business telephone number,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business test,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business training guide,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business trusted verifier,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business twitter,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business two locations,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
google my business update address,,10,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.18
google my business verify by phone,,10,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.18
google my business verify now,,10,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.18
google my business views,,10,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.18
